method,family,M,p,unroll,prefetch,block,topk,latency_ms,recall,encode_ms,lut_ms,scan_ms,select_ms,rerank_ms,build_time_sec,index_size_mb
Flat-Scalar,flat,0,0,1,0,0,heap,4.607640,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-Scalar,flat,0,0,1,0,0,heap,4.902862,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-Scalar,flat,0,0,1,0,0,heap,5.374273,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AutoVec,flat,0,0,1,0,0,heap,4.706849,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AutoVec,flat,0,0,1,0,0,heap,4.267247,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AutoVec,flat,0,0,1,0,0,heap,4.064324,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-SSE,flat,0,0,1,0,0,heap,2.818200,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-SSE,flat,0,0,1,0,0,heap,2.785997,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-SSE,flat,0,0,1,0,0,heap,2.800264,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX,flat,0,0,1,0,0,heap,2.631119,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX,flat,0,0,1,0,0,heap,2.740194,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX,flat,0,0,1,0,0,heap,2.857681,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch4,flat,0,0,1,4,0,heap,2.724720,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch4,flat,0,0,1,4,0,heap,2.548232,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch4,flat,0,0,1,4,0,heap,2.896092,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch8,flat,0,0,1,8,0,heap,2.964365,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch8,flat,0,0,1,8,0,heap,2.694257,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch8,flat,0,0,1,8,0,heap,2.747484,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch16,flat,0,0,1,16,0,heap,2.727448,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch16,flat,0,0,1,16,0,heap,2.719811,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch16,flat,0,0,1,16,0,heap,2.778767,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch32,flat,0,0,1,32,0,heap,2.723498,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch32,flat,0,0,1,32,0,heap,2.704508,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch32,flat,0,0,1,32,0,heap,2.907557,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch64,flat,0,0,1,64,0,heap,2.773129,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch64,flat,0,0,1,64,0,heap,2.756348,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-prefetch64,flat,0,0,1,64,0,heap,2.713458,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf4-FixedTopK,flat,0,0,1,4,0,fixed-array,2.678604,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf4-FixedTopK,flat,0,0,1,4,0,fixed-array,2.822167,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf4-FixedTopK,flat,0,0,1,4,0,fixed-array,2.745028,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf8-FixedTopK,flat,0,0,1,8,0,fixed-array,2.908383,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf8-FixedTopK,flat,0,0,1,8,0,fixed-array,2.820714,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf8-FixedTopK,flat,0,0,1,8,0,fixed-array,2.794674,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf16-FixedTopK,flat,0,0,1,16,0,fixed-array,2.834238,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf16-FixedTopK,flat,0,0,1,16,0,fixed-array,2.730601,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf16-FixedTopK,flat,0,0,1,16,0,fixed-array,2.773527,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf32-FixedTopK,flat,0,0,1,32,0,fixed-array,2.763677,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf32-FixedTopK,flat,0,0,1,32,0,fixed-array,2.136177,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf32-FixedTopK,flat,0,0,1,32,0,fixed-array,2.878361,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf64-FixedTopK,flat,0,0,1,64,0,fixed-array,2.903146,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf64-FixedTopK,flat,0,0,1,64,0,fixed-array,2.856197,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
Flat-AVX-pf64-FixedTopK,flat,0,0,1,64,0,fixed-array,2.770096,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.400000
SQ8-p100,sq8,0,100,1,0,0,heap,4.407425,1.000000,0.000000,0.000000,4.368370,0.000000,0.036760,0.024208,9.600768
SQ8-p100,sq8,0,100,1,0,0,heap,4.425501,1.000000,0.000000,0.000000,4.386670,0.000000,0.036800,0.026039,9.600768
SQ8-p100,sq8,0,100,1,0,0,heap,4.462742,1.000000,0.000000,0.000000,4.422610,0.000000,0.037860,0.024272,9.600768
SQ8-p200,sq8,0,200,1,0,0,heap,4.455845,1.000000,0.000000,0.000000,4.383260,0.000000,0.070340,0.025689,9.600768
SQ8-p200,sq8,0,200,1,0,0,heap,4.495378,1.000000,0.000000,0.000000,4.423790,0.000000,0.069100,0.023325,9.600768
SQ8-p200,sq8,0,200,1,0,0,heap,4.283447,1.000000,0.000000,0.000000,4.211970,0.000000,0.069130,0.022684,9.600768
SQ8-p500,sq8,0,500,1,0,0,heap,4.686716,1.000000,0.000000,0.000000,4.527780,0.000000,0.156510,0.023979,9.600768
SQ8-p500,sq8,0,500,1,0,0,heap,4.901925,1.000000,0.000000,0.000000,4.739170,0.000000,0.160440,0.023239,9.600768
SQ8-p500,sq8,0,500,1,0,0,heap,4.732632,1.000000,0.000000,0.000000,4.573470,0.000000,0.156760,0.023431,9.600768
SQ8-p1000,sq8,0,1000,1,0,0,heap,5.090847,1.000000,0.000000,0.000000,4.788320,0.000000,0.299930,0.025372,9.600768
SQ8-p1000,sq8,0,1000,1,0,0,heap,5.004177,1.000000,0.000000,0.000000,4.703670,0.000000,0.298020,0.023740,9.600768
SQ8-p1000,sq8,0,1000,1,0,0,heap,4.937026,1.000000,0.000000,0.000000,4.643900,0.000000,0.290660,0.024853,9.600768
SQ8-p2000,sq8,0,2000,1,0,0,heap,5.860794,1.000000,0.000000,0.000000,5.273390,0.000000,0.571810,0.023722,9.600768
SQ8-p2000,sq8,0,2000,1,0,0,heap,5.990864,1.000000,0.000000,0.000000,5.394190,0.000000,0.582930,0.024142,9.600768
SQ8-p2000,sq8,0,2000,1,0,0,heap,5.912402,1.000000,0.000000,0.000000,5.312770,0.000000,0.589670,0.023723,9.600768
SQ8-p5000,sq8,0,5000,1,0,0,heap,7.554273,1.000000,0.000000,0.000000,6.198520,0.000000,1.333820,0.025277,9.600768
SQ8-p5000,sq8,0,5000,1,0,0,heap,7.651864,1.000000,0.000000,0.000000,6.283220,0.000000,1.348450,0.025651,9.600768
SQ8-p5000,sq8,0,5000,1,0,0,heap,7.806265,1.000000,0.000000,0.000000,6.393230,0.000000,1.396450,0.025716,9.600768
SQ8-U8SIMD-p100,sq8u8,0,100,1,0,0,heap,1.239523,0.032000,0.000000,0.000000,1.210420,0.000000,0.027750,0.026050,9.600768
SQ8-U8SIMD-p100,sq8u8,0,100,1,0,0,heap,1.223180,0.032000,0.000000,0.000000,1.195690,0.000000,0.026650,0.023795,9.600768
SQ8-U8SIMD-p100,sq8u8,0,100,1,0,0,heap,1.215082,0.032000,0.000000,0.000000,1.187800,0.000000,0.026600,0.024958,9.600768
SQ8-U8SIMD-p200,sq8u8,0,200,1,0,0,heap,1.353830,0.056000,0.000000,0.000000,1.301630,0.000000,0.050720,0.025325,9.600768
SQ8-U8SIMD-p200,sq8u8,0,200,1,0,0,heap,1.226726,0.056000,0.000000,0.000000,1.177850,0.000000,0.047720,0.024641,9.600768
SQ8-U8SIMD-p200,sq8u8,0,200,1,0,0,heap,1.320615,0.056000,0.000000,0.000000,1.270400,0.000000,0.049010,0.022704,9.600768
SQ8-U8SIMD-p500,sq8u8,0,500,1,0,0,heap,1.587007,0.111000,0.000000,0.000000,1.469460,0.000000,0.115710,0.026804,9.600768
SQ8-U8SIMD-p500,sq8u8,0,500,1,0,0,heap,1.583143,0.111000,0.000000,0.000000,1.463090,0.000000,0.117960,0.025781,9.600768
SQ8-U8SIMD-p500,sq8u8,0,500,1,0,0,heap,1.568519,0.111000,0.000000,0.000000,1.447410,0.000000,0.119230,0.024688,9.600768
SQ8-U8SIMD-p1000,sq8u8,0,1000,1,0,0,heap,1.936978,0.175000,0.000000,0.000000,1.684370,0.000000,0.250270,0.025352,9.600768
SQ8-U8SIMD-p1000,sq8u8,0,1000,1,0,0,heap,2.002232,0.175000,0.000000,0.000000,1.745960,0.000000,0.253630,0.024816,9.600768
SQ8-U8SIMD-p1000,sq8u8,0,1000,1,0,0,heap,2.033351,0.175000,0.000000,0.000000,1.783540,0.000000,0.247460,0.025689,9.600768
SQ8-U8SIMD-p2000,sq8u8,0,2000,1,0,0,heap,2.664711,0.275000,0.000000,0.000000,2.168050,0.000000,0.491850,0.024997,9.600768
SQ8-U8SIMD-p2000,sq8u8,0,2000,1,0,0,heap,2.759587,0.275000,0.000000,0.000000,2.272880,0.000000,0.482510,0.027061,9.600768
SQ8-U8SIMD-p2000,sq8u8,0,2000,1,0,0,heap,2.651660,0.275000,0.000000,0.000000,2.176670,0.000000,0.471890,0.026435,9.600768
SQ8-U8SIMD-p5000,sq8u8,0,5000,1,0,0,heap,4.297891,0.444000,0.000000,0.000000,3.066380,0.000000,1.228130,0.024592,9.600768
SQ8-U8SIMD-p5000,sq8u8,0,5000,1,0,0,heap,4.398678,0.444000,0.000000,0.000000,3.144450,0.000000,1.248110,0.024126,9.600768
SQ8-U8SIMD-p5000,sq8u8,0,5000,1,0,0,heap,4.485041,0.444000,0.000000,0.000000,3.233040,0.000000,1.247120,0.025374,9.600768
PQ-ADC-sel-M8-p100,pqsel,8,100,1,0,0,heap,1.419220,0.692000,0.000000,0.010870,1.388950,0.942890,0.027460,1.592084,0.898304
PQ-ADC-sel-M8-p100,pqsel,8,100,1,0,0,heap,1.371416,0.692000,0.000000,0.010410,1.342790,0.912300,0.026700,1.519303,0.898304
PQ-ADC-sel-M8-p100,pqsel,8,100,1,0,0,heap,1.386293,0.692000,0.000000,0.010880,1.356930,0.924610,0.026380,1.529598,0.898304
PQ-ADC-sel-M8-p500,pqsel,8,500,1,0,0,heap,1.505087,0.934000,0.000000,0.011570,1.402840,0.951960,0.099340,1.544190,0.898304
PQ-ADC-sel-M8-p500,pqsel,8,500,1,0,0,heap,1.476829,0.934000,0.000000,0.011670,1.375610,0.936190,0.098960,1.522315,0.898304
PQ-ADC-sel-M8-p500,pqsel,8,500,1,0,0,heap,1.702075,0.934000,0.000000,0.012830,1.582130,1.072360,0.117400,1.653271,0.898304
PQ-ADC-sel-M8-p1000,pqsel,8,1000,1,0,0,heap,1.576915,0.983000,0.000000,0.010450,1.385960,0.944410,0.188340,1.542883,0.898304
PQ-ADC-sel-M8-p1000,pqsel,8,1000,1,0,0,heap,1.561670,0.983000,0.000000,0.012190,1.374080,0.938160,0.183460,1.578023,0.898304
PQ-ADC-sel-M8-p1000,pqsel,8,1000,1,0,0,heap,1.507445,0.983000,0.000000,0.011120,1.330160,0.907710,0.175260,1.507814,0.898304
PQ-ADC-sel-M8-p2000,pqsel,8,2000,1,0,0,heap,1.682835,0.994000,0.000000,0.010580,1.334510,0.912980,0.345180,1.520216,0.898304
PQ-ADC-sel-M8-p2000,pqsel,8,2000,1,0,0,heap,1.748159,0.994000,0.000000,0.012090,1.397280,0.949670,0.347950,1.527361,0.898304
PQ-ADC-sel-M8-p2000,pqsel,8,2000,1,0,0,heap,1.683895,0.994000,0.000000,0.012020,1.341620,0.915180,0.339190,1.523560,0.898304
PQ-ADC-sel-M8-p5000,pqsel,8,5000,1,0,0,heap,2.179194,1.000000,0.000000,0.011060,1.404400,0.963850,0.771980,1.557735,0.898304
PQ-ADC-sel-M8-p5000,pqsel,8,5000,1,0,0,heap,2.131917,1.000000,0.000000,0.010960,1.388450,0.953640,0.740450,1.596462,0.898304
PQ-ADC-sel-M8-p5000,pqsel,8,5000,1,0,0,heap,2.193392,1.000000,0.000000,0.010970,1.431060,0.987740,0.759740,1.502180,0.898304
PQ-ADC-sel-M12-p100,pqsel,12,100,1,0,0,heap,1.451583,0.833000,0.000000,0.011730,1.422490,0.886200,0.026480,1.652966,1.298304
PQ-ADC-sel-M12-p100,pqsel,12,100,1,0,0,heap,1.513603,0.833000,0.000000,0.012200,1.483500,0.923180,0.026650,1.668401,1.298304
PQ-ADC-sel-M12-p100,pqsel,12,100,1,0,0,heap,1.477163,0.833000,0.000000,0.011560,1.446150,0.901280,0.027930,1.717893,1.298304
PQ-ADC-sel-M12-p500,pqsel,12,500,1,0,0,heap,1.326547,0.982000,0.000000,0.010490,1.236380,0.771150,0.088540,1.593757,1.298304
PQ-ADC-sel-M12-p500,pqsel,12,500,1,0,0,heap,1.197427,0.982000,0.000000,0.009780,1.111120,0.694770,0.084610,1.617080,1.298304
PQ-ADC-sel-M12-p500,pqsel,12,500,1,0,0,heap,1.438500,0.982000,0.000000,0.012270,1.344160,0.844880,0.092040,1.644040,1.298304
PQ-ADC-sel-M12-p1000,pqsel,12,1000,1,0,0,heap,1.468974,0.997000,0.000000,0.011920,1.301200,0.812540,0.163140,1.766292,1.298304
PQ-ADC-sel-M12-p1000,pqsel,12,1000,1,0,0,heap,1.507046,0.997000,0.000000,0.013310,1.340630,0.832490,0.164260,1.609089,1.298304
PQ-ADC-sel-M12-p1000,pqsel,12,1000,1,0,0,heap,1.879797,0.997000,0.000000,0.014330,1.683940,1.047750,0.191420,1.455483,1.298304
PQ-ADC-sel-M12-p2000,pqsel,12,2000,1,0,0,heap,1.670341,0.999000,0.000000,0.012670,1.353210,0.841260,0.313640,1.559513,1.298304
PQ-ADC-sel-M12-p2000,pqsel,12,2000,1,0,0,heap,1.610903,0.999000,0.000000,0.011410,1.304510,0.816210,0.303950,1.591289,1.298304
PQ-ADC-sel-M12-p2000,pqsel,12,2000,1,0,0,heap,1.841524,0.999000,0.000000,0.013680,1.505450,0.942700,0.332610,1.498719,1.298304
PQ-ADC-sel-M12-p5000,pqsel,12,5000,1,0,0,heap,2.069878,1.000000,0.000000,0.012760,1.338600,0.839830,0.727440,1.559953,1.298304
PQ-ADC-sel-M12-p5000,pqsel,12,5000,1,0,0,heap,2.087197,1.000000,0.000000,0.012670,1.355180,0.853810,0.729090,1.572922,1.298304
PQ-ADC-sel-M12-p5000,pqsel,12,5000,1,0,0,heap,1.769860,1.000000,0.000000,0.010370,1.115210,0.701340,0.652260,1.634214,1.298304
PQ-ADC-sel-M16-p100,pqsel,16,100,1,0,0,heap,1.754760,0.925000,0.000000,0.014570,1.725630,1.000870,0.027500,1.726012,1.698304
PQ-ADC-sel-M16-p100,pqsel,16,100,1,0,0,heap,1.627312,0.925000,0.000000,0.013860,1.598290,0.924210,0.026620,1.989617,1.698304
PQ-ADC-sel-M16-p100,pqsel,16,100,1,0,0,heap,1.670633,0.925000,0.000000,0.014380,1.639690,0.949310,0.028430,1.717506,1.698304
PQ-ADC-sel-M16-p500,pqsel,16,500,1,0,0,heap,5.155363,1.000000,0.000000,0.048570,4.921420,2.316350,0.224240,6.882234,1.698304
PQ-ADC-sel-M16-p500,pqsel,16,500,1,0,0,heap,6.110550,1.000000,0.000000,0.059770,5.778240,2.747130,0.319060,6.960580,1.698304
PQ-ADC-sel-M16-p500,pqsel,16,500,1,0,0,heap,9.178845,1.000000,0.000000,0.092760,8.792830,4.160120,0.371800,8.582531,1.698304
PQ-ADC-sel-M16-p1000,pqsel,16,1000,1,0,0,heap,8.935954,1.000000,0.000000,0.074770,8.237510,3.915170,0.685410,7.909865,1.698304
PQ-ADC-sel-M16-p1000,pqsel,16,1000,1,0,0,heap,5.820428,1.000000,0.000000,0.051200,5.352010,2.502630,0.457020,8.658448,1.698304
